post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
55764348.people-moves-20052022,2022-05-20T13:59:12.649Z,true,2022-05-20T13:59:12.746Z,2022-05-20T13:59:12.746Z,newsletter,only_paid,People Moves: 20/05/2022,Industry expert joins Colliers from JLL to drive ESG delivery,
55597406.people-moves-19052022,2022-05-19T11:54:57.994Z,true,2022-05-19T11:54:58.139Z,2022-05-19T11:54:58.139Z,newsletter,only_paid,People Moves: 19/05/2022,Emilie Mazzacurati departs as Moody's Global Head of Climate Solutions,
55442491.people-moves-18052022,2022-05-18T10:17:26.676Z,true,2022-05-18T10:17:26.743Z,2022-05-18T10:17:26.743Z,newsletter,only_paid,People Moves: 18/05/2022,Carlyle Group appoints Avik Dey to its new Integrated Platform,
55289818.people-moves-17052022,2022-05-17T10:19:19.082Z,true,2022-05-17T10:19:19.195Z,2022-05-17T10:19:19.195Z,newsletter,only_paid,People Moves: 17/05/2022,Real estate firm Nuveen launches global impact investing arm,
55127539.people-moves-16052022,2022-05-16T10:01:04.201Z,true,2022-05-16T10:01:04.279Z,2022-05-16T10:01:04.279Z,newsletter,only_paid,People Moves: 16/05/2022,Azure Power appoints Delphine Voeltzel as Director from OMERS Infrastructure,
54734582.people-moves-13052022,2022-05-13T11:00:25.659Z,true,2022-05-13T11:00:25.856Z,2022-05-13T11:00:25.856Z,newsletter,only_paid,People Moves: 13/05/2022,Engineering giant Cundall recruits for Asia-Pacific ESG position,
54588574.people-moves-12052022,2022-05-12T10:30:09.003Z,true,2022-05-12T10:30:09.128Z,2022-05-12T10:30:09.128Z,newsletter,only_paid,People Moves: 12/05/2022,Climate-focused sovereign debt fund launched at Pictet Asset Management ,
54467416.people-moves-11052022,2022-05-11T15:44:59.468Z,true,2022-05-11T15:44:59.546Z,2022-05-11T15:44:59.546Z,newsletter,only_paid,People Moves: 11/05/2022,ESG insights from PwC as Hank Paulson's TPG closes its $7.3B climate fund,
54347363.people-moves-10052022,2022-05-10T21:28:05.447Z,true,2022-05-10T21:28:05.555Z,2022-05-10T21:28:05.555Z,newsletter,only_paid,People Moves: 10/05/2022,Amundi names trio of hires across ESG and advocacy,
53882739.coming-soon,2022-05-07T15:01:45.807Z,true,2022-05-07T15:01:45.807Z,2022-05-07T15:01:45.807Z,newsletter,only_paid,Welcome to our new look newsletter!,Covering everything from ESG appointments in energy to recent sustainability news,
